Row Labels, amount_spent,frequency ,max_date,Current_date,recency,frequency_score,monetary_score2
15288,2306.52,88,10/27/2011,11/23/2017,2219,7,8
15289,935.1,59,10/11/2011,11/24/2017,2236,6,6
15290,7803.77,212,10/28/2011,11/25/2017,2220,8,9
15291,4596.51,109,12/6/2011,11/26/2017,2182,7,9
15292,180.94,25,5/22/2011,11/27/2017,2381,3,1
15296,3610.31,200,11/5/2011,11/28/2017,2215,8,9
15297,635.04,41,11/29/2011,11/29/2017,2192,4,4
15298,3774.1,194,11/29/2011,11/30/2017,2193,8,9
15299,3787.09,12,11/2/2011,12/1/2017,2221,1,9
15300,496.44,28,6/10/2011,12/2/2017,2367,3,4
15301,5028.12,247,10/20/2011,12/3/2017,2236,9,9
15303,574.02,31,2/22/2011,12/4/2017,2477,4,4
15304,680.3,26,10/10/2011,12/5/2017,2248,3,5
15306,1174.35,58,8/9/2011,12/6/2017,2311,5,6
15307,205.3,12,5/9/2011,12/7/2017,2404,1,1
15308,302.27,21,10/3/2011,12/8/2017,2258,2,2
15311,59419.34,2491,12/10/2011,12/9/2017,2191,9,9
15312,921.1,48,9/25/2011,12/10/2017,2268,5,6
15313,52,1,8/21/2011,12/11/2017,2304,0,0
15314,327.97,24,5/24/2011,12/12/2017,2394,3,2
15315,551.54,38,8/25/2011,12/13/2017,2302,4,4
15316,165,1,1/17/2011,12/14/2017,2523,0,1
15318,312.62,33,6/12/2011,12/15/2017,2378,4,2
15319,204.5,16,1/3/2011,12/16/2017,2539,2,1
15320,267.13,36,10/26/2011,12/17/2017,2244,4,2
15321,2650.73,106,10/21/2011,12/18/2017,2250,7,8
15322,602.97,49,9/15/2011,12/19/2017,2287,5,4
15325,162.29,49,8/28/2011,12/20/2017,2306,5,1
15326,311.71,29,10/1/2011,12/21/2017,2273,3,2
15327,208.75,10,10/18/2011,12/22/2017,2257,1,1
15329,1005.5,62,10/31/2011,12/23/2017,2245,6,6
15330,714.96,13,10/10/2011,12/24/2017,2267,1,5
15332,1661.06,35,8/12/2010,12/25/2017,2692,4,7
15333,1028.56,16,5/15/2011,12/26/2017,2417,2,6
15334,351.67,99,6/29/2011,12/27/2017,2373,7,3
15335,173.97,36,10/17/2011,12/28/2017,2264,4,1
15339,557.57,88,4/10/2011,12/29/2017,2455,7,4
15341,2020.52,17,9/20/2011,12/30/2017,2293,2,8
15342,391.76,26,8/15/2011,12/31/2017,2330,3,3
15343,364.5,21,9/13/2011,1/1/2018,2302,2,3
15344,476.58,32,11/16/2011,1/2/2018,2239,4,4
15345,367.69,23,10/25/2011,1/3/2018,2262,3,3
15346,252.42,17,11/1/2011,1/4/2018,2256,2,2
15347,201.6,5,8/12/2010,1/5/2018,2703,0,1
15348,158.04,9,9/28/2011,1/6/2018,2292,1,1
15349,473.81,72,5/6/2011,1/7/2018,2438,6,4
15350,115.65,5,1/12/2010,1/8/2018,2918,0,0
15351,1862.14,233,11/27/2011,1/9/2018,2235,9,7
15353,777.02,63,3/30/2011,1/10/2018,2478,6,5
15355,277.05,14,10/17/2011,1/11/2018,2278,1,2
15356,2766.5,519,9/29/2011,1/12/2018,2297,9,8
15358,8234.8,561,12/9/2011,1/13/2018,2227,9,9
15360,427.93,13,10/31/2011,1/14/2018,2267,1,3
15361,418.92,7,12/13/2010,1/15/2018,2590,0,3
15363,318.05,17,12/4/2011,1/16/2018,2235,2,2
15364,913.19,29,5/9/2011,1/17/2018,2445,3,6
15365,1330.45,151,11/14/2011,1/18/2018,2257,8,7
15366,602.51,44,9/25/2011,1/19/2018,2308,5,4
15367,1867.69,96,10/13/2011,1/20/2018,2291,7,7
15368,446.94,4,11/18/2011,1/21/2018,2256,0,3
15369,-1592.49,1,7/18/2011,1/22/2018,2380,0,0
15370,2360.55,95,11/10/2011,1/23/2018,2266,7,8
15372,2007.4,27,7/25/2011,1/24/2018,2375,3,8
15373,2213.11,137,11/21/2011,1/25/2018,2257,8,8
15374,168,3,3/8/2011,1/26/2018,2516,0,1
15376,1233.36,117,10/30/2011,1/27/2018,2281,7,6
15379,3631.89,196,9/3/2011,1/28/2018,2339,8,9
15380,1682.36,37,10/24/2011,1/29/2018,2289,4,7
15381,596.85,8,10/5/2011,1/30/2018,2309,1,4
15382,5927.86,306,11/25/2011,1/31/2018,2259,9,9
15384,635.76,43,6/23/2011,2/1/2018,2415,5,4
15385,316.88,12,10/30/2011,2/2/2018,2287,1,2
15386,394.14,31,6/6/2011,2/3/2018,2434,4,3
15388,140.54,10,3/14/2011,2/4/2018,2519,1,0
15389,500,1,6/20/2011,2/5/2018,2422,0,4
15392,1515.73,85,12/9/2011,2/6/2018,2251,6,7
15393,231.86,12,11/23/2011,2/7/2018,2268,1,1
15394,2183.54,85,11/30/2011,2/8/2018,2262,6,8
15395,107.45,7,1/18/2011,2/9/2018,2579,0,0
15396,288.18,14,8/19/2011,2/10/2018,2367,1,2
15397,94,6,2/23/2011,2/11/2018,2545,0,0
15398,1339.63,74,11/23/2011,2/12/2018,2273,6,7
15399,815.77,50,11/17/2011,2/13/2018,2280,5,5
15400,666.7,13,8/18/2011,2/14/2018,2372,1,5
15402,626.77,42,7/14/2011,2/15/2018,2408,4,4
15405,349.1,8,3/6/2011,2/16/2018,2539,1,3
15406,426.61,58,11/21/2011,2/17/2018,2280,5,3
15407,1056.44,153,9/6/2011,2/18/2018,2357,8,6
15408,267.18,34,3/20/2011,2/19/2018,2528,4,2
15410,3450.84,122,9/16/2011,2/20/2018,2349,7,8
15411,1346.38,100,11/13/2011,2/21/2018,2292,7,7
15412,190.53,10,6/21/2011,2/22/2018,2438,1,1
15414,774.9,39,11/30/2011,2/23/2018,2277,4,5
15415,572.81,48,1/30/2011,2/24/2018,2582,5,4
15416,3974.37,193,12/7/2011,2/25/2018,2272,8,9
15417,508.8,28,9/15/2011,2/26/2018,2356,3,4
15419,135.86,8,11/15/2011,2/27/2018,2296,1,0
15421,950.36,53,12/10/2011,2/28/2018,2272,5,6
15422,97.7,6,1/20/2011,3/1/2018,2597,0,0
15423,43.5,2,1/11/2011,3/2/2018,2607,0,0
15424,383.34,17,3/30/2011,3/3/2018,2530,2,3
15426,1429.9,300,11/20/2011,3/4/2018,2296,9,7
15427,1483.14,306,10/23/2011,3/5/2018,2325,9,7
15428,93.78,6,11/24/2011,3/6/2018,2294,0,0
15429,364.9,83,11/13/2011,3/7/2018,2306,6,3
15432,171.19,10,11/16/2011,3/8/2018,2304,1,1
15433,417.87,53,10/5/2011,3/9/2018,2347,5,3
15434,997.48,59,8/24/2011,3/10/2018,2390,6,6
15435,149.29,29,11/17/2011,3/11/2018,2306,3,1
15436,1122.53,329,11/27/2011,3/12/2018,2297,9,6
15437,200.16,45,3/22/2011,3/13/2018,2548,5,1
15438,156.58,25,7/31/2011,3/14/2018,2418,3,1
15440,383.68,62,10/16/2011,3/15/2018,2342,6,3
15442,594,2,5/4/2011,3/16/2018,2508,0,4
15443,3212.16,385,11/27/2011,3/17/2018,2302,9,8
15444,1418.26,219,11/30/2011,3/18/2018,2300,9,7
15445,113.5,5,3/20/2011,3/19/2018,2556,0,0
15447,155.17,9,1/13/2011,3/20/2018,2623,1,1
15448,494.64,28,1/31/2011,3/21/2018,2606,3,4
15449,971.22,62,11/13/2011,3/22/2018,2321,6,6
15450,429.84,30,9/11/2011,3/23/2018,2385,4,3
15452,538.73,58,10/11/2011,3/24/2018,2356,5,4
15453,1388.37,286,10/14/2011,3/25/2018,2354,9,7
15454,179.1,25,12/12/2010,3/26/2018,2661,3,1
15456,447.22,60,1/3/2011,3/27/2018,2640,6,3
15457,237.07,58,3/22/2011,3/28/2018,2563,5,2
15458,161.64,7,11/14/2011,3/29/2018,2327,0,1
15460,216.76,58,12/20/2010,3/30/2018,2657,5,1
15462,234.6,11,7/19/2011,3/31/2018,2447,1,1
15463,126.14,7,10/11/2011,4/1/2018,2364,0,0
15464,1048.85,157,5/1/2011,4/2/2018,2528,8,6
15465,6945.02,104,12/6/2011,4/3/2018,2310,7,9
15466,334.53,57,9/15/2011,4/4/2018,2393,5,2
15467,511.88,53,11/30/2011,4/5/2018,2318,5,4
15468,438.46,29,10/27/2011,4/6/2018,2353,3,3
15469,504.5,27,11/8/2011,4/7/2018,2342,3,4
15471,469.48,77,7/12/2011,4/8/2018,2462,6,4
15472,371.56,76,8/18/2011,4/9/2018,2426,6,3
15473,1465.2,14,12/10/2011,4/10/2018,2313,1,7
15475,454.11,29,9/23/2011,4/11/2018,2392,3,3
15478,1441.42,46,10/30/2011,4/12/2018,2356,5,7
15480,905.5,45,8/15/2011,4/13/2018,2433,5,5
15482,6568.72,127,11/24/2011,4/14/2018,2333,8,9
15483,233.81,88,3/18/2011,4/15/2018,2585,7,1
15484,3563.11,189,11/30/2011,4/16/2018,2329,8,9
15485,2575,86,9/11/2011,4/17/2018,2410,7,8
15488,91.32,2,8/9/2011,4/18/2018,2444,0,0
15489,1090.03,55,12/5/2011,4/19/2018,2327,5,6
15491,3090.85,155,10/6/2011,4/20/2018,2388,8,8
15492,659.46,35,11/11/2011,4/21/2018,2353,4,5
15493,1967.25,299,7/13/2011,4/22/2018,2475,9,7
15494,1299.23,125,11/18/2011,4/23/2018,2348,8,6
15497,1259.7,16,11/22/2011,4/24/2018,2345,2,6
15498,12396.46,523,12/5/2011,4/25/2018,2333,9,9
15500,1131.56,68,11/21/2011,4/26/2018,2348,6,6
15502,5541.46,252,11/24/2011,4/27/2018,2346,9,9
15503,147.09,70,12/12/2010,4/28/2018,2694,6,1
15504,52.83,13,9/19/2011,4/29/2018,2414,1,0
15505,3497.14,99,10/18/2011,4/30/2018,2386,7,8
15506,979.26,164,11/17/2011,5/1/2018,2357,8,6
15507,492.36,46,6/21/2011,5/2/2018,2507,5,4
15508,1000.27,92,4/28/2011,5/3/2018,2562,7,6
15510,250,1,1/13/2011,5/4/2018,2668,0,2
15511,909.23,160,11/28/2011,5/5/2018,2350,8,5
15512,121,7,7/7/2011,5/6/2018,2495,0,0
15513,14520.08,314,12/5/2011,5/7/2018,2345,9,9
15514,2963.19,218,11/27/2011,5/8/2018,2354,9,8
15516,62.43,15,10/26/2011,5/9/2018,2387,2,0
15517,267.03,27,4/20/2011,5/10/2018,2577,3,2
15518,1911.89,220,11/1/2011,5/11/2018,2383,9,7
15520,343.5,18,8/12/2011,5/12/2018,2465,2,3
15521,2574.65,200,11/5/2011,5/13/2018,2381,8,8
15522,398.84,57,9/13/2011,5/14/2018,2435,5,3
15523,412.01,10,9/16/2011,5/15/2018,2433,1,3
15524,440,1,11/15/2011,5/16/2018,2374,0,3
15525,811.02,180,11/22/2011,5/17/2018,2368,8,5
15526,148.44,4,6/11/2011,5/18/2018,2533,0,1
15527,2348.82,166,11/21/2011,5/19/2018,2371,8,8
15528,229.33,26,3/30/2011,5/20/2018,2608,3,1
15529,3967.78,674,11/17/2011,5/21/2018,2377,9,9
15530,1502.35,108,11/18/2011,5/22/2018,2377,7,7
15531,2007.44,228,9/11/2011,5/23/2018,2446,9,8
15532,1517.08,263,11/14/2011,5/24/2018,2383,9,7
15533,746.92,86,11/20/2011,5/25/2018,2378,7,5
15535,459.9,78,6/19/2011,5/26/2018,2533,6,3
15537,110.92,24,6/29/2011,5/27/2018,2524,3,0
15539,538.46,41,2/12/2011,5/28/2018,2662,4,4
15540,213.3,15,11/28/2011,5/29/2018,2374,2,1
15541,85.13,29,8/17/2011,5/30/2018,2478,3,0
15543,127.86,28,2/24/2011,5/31/2018,2653,3,0
15544,3542.51,261,12/8/2011,6/1/2018,2367,9,9
15545,292.72,81,10/16/2011,6/2/2018,2421,6,2
15547,4954.84,702,11/9/2011,6/3/2018,2398,9,9
15549,1655.76,116,9/23/2011,6/4/2018,2446,7,7
15550,575.63,61,11/2/2011,6/5/2018,2407,6,4
15551,436.06,29,3/11/2011,6/6/2018,2644,3,3
15552,90.12,17,6/5/2011,6/7/2018,2559,2,0
15553,437.23,56,10/10/2011,6/8/2018,2433,5,3
15554,217.2,14,7/3/2011,6/9/2018,2533,1,1
15555,4758.2,925,12/10/2011,6/10/2018,2374,9,9
15556,279.77,31,11/15/2011,6/11/2018,2400,4,2
15557,473.65,20,11/11/2011,6/12/2018,2405,2,4
15561,722.74,31,11/28/2011,6/13/2018,2389,4,5
15562,134.55,1,12/23/2010,6/14/2018,2730,0,0
15563,1319.69,117,11/18/2011,6/15/2018,2401,7,7
15565,173.16,8,10/20/2011,6/16/2018,2431,1,1
15567,186.01,7,11/21/2011,6/17/2018,2400,0,1
15568,758.29,53,10/26/2011,6/18/2018,2427,5,5
15569,1375.71,31,11/1/2011,6/19/2018,2422,4,7
15570,4109.97,330,11/29/2011,6/20/2018,2395,9,9
15571,650.43,57,11/28/2011,6/21/2018,2397,5,5
15572,2552.86,215,11/14/2011,6/22/2018,2412,9,8
15573,607.45,104,9/15/2011,6/23/2018,2473,7,4
15574,702.25,168,6/15/2011,6/24/2018,2566,8,5
15576,940.67,45,2/11/2011,6/25/2018,2691,5,6
15577,258.88,39,11/7/2011,6/26/2018,2423,4,2
15578,127.1,13,6/30/2011,6/27/2018,2554,1,0
15579,348.6,51,2/10/2011,6/28/2018,2695,5,3
15581,3429.97,150,11/8/2011,6/29/2018,2425,8,8
15582,682.91,44,11/15/2011,6/30/2018,2419,5,5
15584,722.61,125,11/16/2011,7/1/2018,2419,8,5
15585,455.3,31,6/16/2011,7/2/2018,2573,4,3
15587,913.68,9,11/9/2011,7/3/2018,2428,1,6
15589,456.58,30,3/29/2011,7/4/2018,2654,4,3
15590,-30.19,1,2/23/2011,7/5/2018,2689,0,0
15592,388.58,24,10/24/2011,7/6/2018,2447,3,3
15593,199.8,5,9/30/2011,7/7/2018,2472,0,1
15594,1767.53,104,11/24/2011,7/8/2018,2418,7,7
15596,1343.34,84,10/3/2011,7/9/2018,2471,6,7
15597,315.72,23,10/11/2011,7/10/2018,2464,3,2
15598,235.68,16,10/20/2011,7/11/2018,2456,2,2
15599,761.74,52,11/13/2011,7/12/2018,2433,5,5
15601,6745.36,414,11/28/2011,7/13/2018,2419,9,9
15602,1083.63,53,11/17/2011,7/14/2018,2431,5,6
15603,48.48,2,9/22/2011,7/15/2018,2488,0,0
15604,216.39,17,10/18/2011,7/16/2018,2463,2,1
15605,1198.23,67,11/9/2011,7/17/2018,2442,6,6
15606,2422.64,91,12/8/2011,7/18/2018,2414,7,8
15607,104.76,13,7/1/2011,7/19/2018,2575,1,0
15608,1093.68,60,11/11/2011,7/20/2018,2443,6,6
15609,270.03,18,10/6/2011,7/21/2018,2480,2,2
15610,112.46,6,10/19/2011,7/22/2018,2468,0,0
15611,1568.39,45,11/30/2011,7/23/2018,2427,5,7
15612,195.15,6,9/10/2011,7/24/2018,2509,0,1
15615,10360.04,429,11/29/2011,7/25/2018,2430,9,9
15618,747.031,49,9/14/2011,7/26/2018,2507,5,5
15619,336.4,3,11/29/2011,7/27/2018,2432,0,2
15620,1524.4,104,10/20/2011,7/28/2018,2473,7,7
15621,1158.77,18,11/29/2011,7/29/2018,2434,2,6
15622,3224.53,214,10/27/2011,7/30/2018,2468,9,8
15623,301.03,19,7/21/2011,7/31/2018,2567,2,2
15624,588.13,34,8/15/2011,8/1/2018,2543,4,4
15625,1504.56,68,8/31/2011,8/2/2018,2528,6,7
15626,675.8,49,9/26/2011,8/3/2018,2503,5,5
15628,2865.64,157,11/15/2011,8/4/2018,2454,8,8
15630,1180.4,61,10/25/2011,8/5/2018,2476,6,6
15632,3147.31,177,11/24/2011,8/6/2018,2447,8,8
15634,243.55,15,11/22/2011,8/7/2018,2450,2,2
15636,724.76,25,11/9/2011,8/8/2018,2464,3,5
15637,223.36,15,10/18/2011,8/9/2018,2487,2,1
15638,-94,2,11/2/2011,8/10/2018,2473,0,0
15639,425.32,25,7/28/2011,8/11/2018,2571,3,3
15640,12433.34,495,11/23/2011,8/12/2018,2454,9,9
15641,1887.2,119,8/26/2011,8/13/2018,2544,7,7
15643,647.4,36,8/6/2011,8/14/2018,2565,4,4
15644,813,238,6/26/2011,8/15/2018,2607,9,5
15645,612.01,52,11/21/2011,8/16/2018,2460,5,4
15646,425.14,36,11/4/2011,8/17/2018,2478,4,3
15648,599.9,28,5/19/2011,8/18/2018,2648,3,4
15649,816,2,7/1/2011,8/19/2018,2606,0,5
15651,646.3,32,3/24/2011,8/20/2018,2706,4,4
15652,337.74,21,9/9/2011,8/21/2018,2538,2,3
15653,877.44,6,8/16/2011,8/22/2018,2563,0,5
15654,922.53,21,11/30/2011,8/23/2018,2458,2,6
15655,511.32,37,10/4/2011,8/24/2018,2516,4,4
15656,748.5,47,10/25/2011,8/25/2018,2496,5,5
15657,30,1,11/17/2011,8/26/2018,2474,0,0
15658,958.9,56,11/2/2011,8/27/2018,2490,5,6
15659,306.45,11,10/27/2011,8/28/2018,2497,1,2
15660,1552.01,94,11/14/2011,8/29/2018,2480,7,7
15661,309.8,5,5/1/2011,8/30/2018,2678,0,2
15663,138.14,9,8/25/2011,8/31/2018,2563,1,0
15664,358.63,19,10/20/2011,9/1/2018,2508,2,3
15665,2242.01,116,10/4/2011,9/2/2018,2525,7,8
15667,301.32,13,10/31/2011,9/3/2018,2499,1,2
15668,76.32,1,6/5/2011,9/4/2018,2648,0,0
15669,677.69,35,10/30/2011,9/5/2018,2502,4,5
15670,173.05,12,2/16/2011,9/6/2018,2759,1,1
15671,2635.49,81,11/21/2011,9/7/2018,2482,6,8
15673,2881.02,155,12/9/2011,9/8/2018,2465,8,8
15674,1744.02,135,10/5/2011,9/9/2018,2531,8,7
15675,323.69,21,9/19/2011,9/10/2018,2548,2,2
15676,3324.09,216,11/30/2011,9/11/2018,2477,9,8
15677,657.23,33,10/21/2011,9/12/2018,2518,4,5
15678,352.7,12,10/18/2011,9/13/2018,2522,1,3
15679,781.28,110,11/15/2011,9/14/2018,2495,7,5
15680,1333.68,78,11/30/2011,9/15/2018,2481,6,7
15681,946.36,67,11/21/2011,9/16/2018,2491,6,6
15683,193.75,10,8/14/2011,9/17/2018,2591,1,1
15687,2981.5,168,11/16/2011,9/18/2018,2498,8,8
15689,254.1,9,12/8/2011,9/19/2018,2477,1,2
15690,239.76,19,8/31/2011,9/20/2018,2577,2,2
15691,136.8,2,1/4/2011,9/21/2018,2817,0,0
15692,191.04,12,11/11/2011,9/22/2018,2507,1,1
15694,6423.6,79,11/14/2011,9/23/2018,2505,6,9
15695,409.98,22,3/18/2011,9/24/2018,2747,3,3
15696,2644.46,177,10/5/2011,9/25/2018,2547,8,8
15699,309.65,18,11/22/2011,9/26/2018,2500,2,2
15700,664.03,89,6/20/2011,9/27/2018,2656,7,5
15701,1542.14,237,9/27/2011,9/28/2018,2558,9,7
15703,211.5,5,3/20/2011,9/29/2018,2750,0,1
15704,2293.62,117,8/5/2011,9/30/2018,2613,7,8
15705,143.1,6,5/22/2011,10/1/2018,2689,0,0
15706,1001.81,59,11/10/2011,10/2/2018,2518,6,6
15707,945.58,214,10/27/2011,10/3/2018,2533,9,6
15708,3329.72,297,10/30/2011,10/4/2018,2531,9,8
15709,133.25,6,1/3/2011,10/5/2018,2832,0,0
15712,1072.36,53,11/30/2011,10/6/2018,2502,5,6
15713,346.75,20,7/19/2011,10/7/2018,2637,2,3
15714,330.88,35,11/28/2011,10/8/2018,2506,4,2
15716,1118.81,118,7/17/2011,10/9/2018,2641,7,6
15717,150.3,7,4/19/2011,10/10/2018,2731,0,1
15719,5043.96,938,12/7/2011,10/11/2018,2500,9,9
15720,598.73,128,11/15/2011,10/12/2018,2523,8,4
15721,507.08,91,11/28/2011,10/13/2018,2511,7,4
15722,2181.21,72,8/23/2011,10/14/2018,2609,6,8
15723,203.1,41,10/12/2010,10/15/2018,2925,4,1
15724,212.3,12,10/3/2011,10/16/2018,2570,1,1
15725,415.25,32,11/24/2011,10/17/2018,2519,4,3
15727,5178.96,302,12/1/2011,10/18/2018,2513,9,9
15728,-134.8,4,10/21/2011,10/19/2018,2555,0,0
15729,62,6,11/5/2011,10/20/2018,2541,0,0
15730,1108.38,73,8/9/2011,10/21/2018,2630,6,6
15732,294.12,14,11/5/2011,10/22/2018,2543,1,2
15733,162.3,10,2/3/2011,10/23/2018,2819,1,1
15734,1339.45,26,8/17/2011,10/24/2018,2625,3,7
15737,1121.21,81,11/25/2011,10/25/2018,2526,6,6
15738,4788.77,176,11/21/2011,10/26/2018,2531,8,9
15739,449.12,8,4/10/2011,10/27/2018,2757,1,3
15740,154.88,9,10/21/2011,10/28/2018,2564,1,1
15743,784.46,88,11/23/2011,10/29/2018,2532,7,5
15744,34.8,3,9/23/2011,10/30/2018,2594,0,0
15745,1071.24,65,11/20/2011,10/31/2018,2537,6,6
15746,182.96,29,7/28/2011,11/1/2018,2653,3,1
15747,974.04,93,11/27/2011,11/2/2018,2532,7,6
15748,149.31,21,10/30/2011,11/3/2018,2561,2,1
15749,21535.9,15,11/1/2011,11/4/2018,2560,2,9
15750,2451.23,295,11/24/2011,11/5/2018,2538,9,8
15752,2628.93,412,10/31/2011,11/6/2018,2563,9,8
15753,79.2,1,8/2/2011,11/7/2018,2654,0,0
15754,455.67,29,10/20/2011,11/8/2018,2576,3,3
15755,2318.88,149,12/9/2011,11/9/2018,2527,8,8
15756,532.96,192,10/7/2011,11/10/2018,2591,8,4
15757,714.42,45,6/5/2011,11/11/2018,2716,5,5
15758,205.25,9,11/15/2011,11/12/2018,2554,1,1
15759,253.04,7,5/5/2011,11/13/2018,2749,0,2
15762,583.75,37,9/23/2011,11/14/2018,2609,4,4
15763,1048.67,63,9/27/2011,11/15/2018,2606,6,6
15764,3245.47,188,12/9/2011,11/16/2018,2534,8,8
15766,315.06,11,6/10/2011,11/17/2018,2717,1,2
15768,581.83,28,8/16/2011,11/18/2018,2651,3,4
15769,51823.72,147,10/30/2011,11/19/2018,2577,8,9
15773,635.68,10,4/12/2011,11/20/2018,2779,1,4
15774,270.8,25,2/10/2011,11/21/2018,2841,3,2
15775,104.9,7,8/4/2011,11/22/2018,2667,0,0
15776,241.62,18,7/29/2011,11/23/2018,2674,2,2
15777,1021.61,22,12/4/2011,11/24/2018,2547,3,6
15780,475.28,29,11/4/2011,11/25/2018,2578,3,4
15781,333.56,21,11/14/2011,11/26/2018,2569,2,2
15782,2593.94,44,11/30/2011,11/27/2018,2554,5,8
15783,246.3,14,11/29/2011,11/28/2018,2556,1,2
15785,2303.75,87,10/11/2011,11/29/2018,2606,7,8
15786,4834.2,280,10/27/2011,11/30/2018,2591,9,9
15787,948.05,206,11/13/2011,12/1/2018,2575,8,6
15789,351.3,25,12/16/2010,12/2/2018,2908,3,3
15790,220.85,35,11/29/2011,12/3/2018,2561,4,1
15791,1604.44,76,10/27/2011,12/4/2018,2595,6,7
15793,948.96,13,11/30/2011,12/5/2018,2562,1,6
15795,610.01,42,7/13/2011,12/6/2018,2703,4,4
15796,2666.61,135,11/22/2011,12/7/2018,2572,8,8
15797,2207.4,8,9/5/2011,12/8/2018,2651,1,8
15799,884.14,98,9/25/2011,12/9/2018,2632,7,5
15800,699.08,119,8/24/2011,12/10/2018,2665,7,5
15801,1042.19,69,10/24/2011,12/11/2018,2605,6,6
15802,-451.42,3,7/20/2011,12/12/2018,2702,0,0
15803,415.82,8,10/19/2011,12/13/2018,2612,1,3
15804,3848.55,273,11/28/2011,12/14/2018,2573,9,9
15805,5452.17,307,11/16/2011,12/15/2018,2586,9,9
15806,784.58,31,10/24/2011,12/16/2018,2610,4,5
15807,903.9,48,10/20/2011,12/17/2018,2615,5,5
15808,3724.77,210,6/2/2011,12/18/2018,2756,8,9
15809,399.21,43,10/2/2011,12/19/2018,2635,5,3
15810,1145.43,112,9/22/2011,12/20/2018,2646,7,6
15811,2171.32,139,11/22/2011,12/21/2018,2586,8,8
15812,1801.14,41,11/7/2011,12/22/2018,2602,4,7
15813,1303.91,40,5/16/2011,12/23/2018,2778,4,6
15814,1842.73,74,11/23/2011,12/24/2018,2588,6,7
15815,2100.6,49,11/5/2011,12/25/2018,2607,5,8
15819,1905.45,123,10/21/2011,12/26/2018,2623,7,7
15820,206.98,17,1/24/2011,12/27/2018,2894,2,1
15821,570.96,62,10/26/2011,12/28/2018,2620,6,4
15822,885.47,33,6/12/2011,12/29/2018,2757,4,5
15823,-840.76,17,6/1/2011,12/30/2018,2769,2,0
15825,532.94,20,6/20/2011,12/31/2018,2751,2,4
15826,1649.36,69,10/19/2011,1/1/2019,2631,6,7
15827,1641.48,134,11/5/2011,1/2/2019,2615,8,7
15829,636.14,51,7/22/2011,1/3/2019,2722,5,4
15830,547.7,41,10/11/2011,1/4/2019,2642,4,4
15831,747.76,69,12/10/2011,1/5/2019,2583,6,5
15832,836.79,54,3/30/2011,1/6/2019,2839,5,5
15834,2084.9,276,9/30/2011,1/7/2019,2656,9,8
15835,954.09,50,10/26/2011,1/8/2019,2631,5,6
15836,117.47,12,10/25/2011,1/9/2019,2633,1,0
15837,391.98,24,6/10/2011,1/10/2019,2771,3,3
15838,33350.76,169,11/28/2011,1/11/2019,2601,8,9
15839,1020.74,65,11/14/2011,1/12/2019,2616,6,6
15840,345.66,28,12/10/2011,1/13/2019,2591,3,3
15841,1209.1,50,9/28/2011,1/14/2019,2665,5,6
15843,118.95,8,9/2/2011,1/15/2019,2692,1,0
15844,130.74,11,10/24/2011,1/16/2019,2641,1,0
15845,3650.87,140,11/22/2011,1/17/2019,2613,8,9
15847,389.27,22,2/24/2011,1/18/2019,2885,3,3
15850,238.85,97,11/20/2011,1/19/2019,2617,7,2
15852,160.71,22,6/6/2011,1/20/2019,2785,3,1
15853,110.8,30,10/19/2011,1/21/2019,2651,4,0
15854,2974.65,140,9/14/2011,1/22/2019,2687,8,8
15855,712.24,80,9/6/2011,1/23/2019,2696,6,5
15856,16173.67,653,11/7/2011,1/24/2019,2635,9,9
15857,297,14,11/21/2011,1/25/2019,2622,1,2
15858,1438.85,191,11/24/2011,1/26/2019,2620,8,7
15860,977.21,142,10/30/2011,1/27/2019,2646,8,6
15861,3000.36,547,11/27/2011,1/28/2019,2619,9,8
15862,832.88,147,8/19/2011,1/29/2019,2720,8,5
15863,68.84,18,11/14/2011,1/30/2019,2634,2,0
15864,1769.78,24,11/17/2011,1/31/2019,2632,3,7
15865,895.13,40,12/9/2011,2/1/2019,2611,4,5
15866,230.53,45,8/30/2011,2/2/2019,2713,5,1
15867,3797.79,463,11/17/2011,2/3/2019,2635,9,9
15869,149.64,15,7/3/2011,2/4/2019,2773,2,1
15870,354.09,76,7/11/2011,2/5/2019,2766,6,3
15872,360.93,128,11/25/2011,2/6/2019,2630,8,3
15874,4330.67,137,8/4/2011,2/7/2019,2744,8,9
15877,440.78,131,11/22/2011,2/8/2019,2635,8,3
15880,313.28,106,5/12/2010,2/9/2019,3195,7,2
15881,438.24,32,1/31/2011,2/10/2019,2932,4,3
15882,495.36,24,5/25/2011,2/11/2019,2819,3,4
15883,396.48,49,7/12/2011,2/12/2019,2772,5,3
15885,379.35,18,8/9/2011,2/13/2019,2745,2,3
15886,181.09,12,10/10/2011,2/14/2019,2684,1,1
15888,141.27,14,9/21/2011,2/15/2019,2704,1,0
15889,446.87,93,6/7/2011,2/16/2019,2811,7,3
15891,524.52,62,4/27/2011,2/17/2019,2853,6,4
15894,263.55,41,3/31/2011,2/18/2019,2881,4,2
15895,179.17,11,7/13/2011,2/19/2019,2778,1,1
15897,222.05,24,5/29/2011,2/20/2019,2824,3,1
15898,1384.68,87,8/12/2011,2/21/2019,2750,7,7
15899,56.25,4,6/12/2010,2/22/2019,3177,0,0
15900,351.11,51,11/16/2011,2/23/2019,2656,5,3
15901,363.88,116,11/23/2011,2/24/2019,2650,7,3
15903,5126.34,75,11/30/2011,2/25/2019,2644,6,9
